image_id,image_name,image_height,image_width,bottom_cate,bottom_len
1265136,20201116_235310_NEW 망고땡배기-158373297422979100_4474034064.jpg,1066,800,팬츠,발목
1265137,20201116_235310_NEW 망고땡배기-158373297422979100_4474034065.jpg,1066,800,팬츠,발목
1265138,20201116_235310_NEW 망고땡배기-158373297610486900_1702929394.jpg,1066,800,팬츠,발목
1265139,20201116_235310_NEW 망고땡배기-158373297643234200_15247136.jpg,1066,800,팬츠,발목
1265140,20201116_235310_NEW 망고땡배기-158373297671661400_428956365.jpg,1066,800,팬츠,발목
1266418,20201117_000538_코지-158632166877108000_457274602.jpg,1066,800,팬츠,맥시
1266419,20201117_000538_코지-158632166983353900_488221806.jpg,1066,800,팬츠,맥시
1266423,20201117_000538_코지-158632167182419000_1442059779.jpg,1066,800,팬츠,맥시
1266426,20201117_000538_코지-158632167461837000_1074093897.jpg,1066,800,팬츠,맥시
1266427,20201117_000538_코지-158632167499650400_724020167.jpg,1066,800,팬츠,맥시
1266428,20201117_000538_코지-158632167559708200_1123942023.jpg,1066,800,팬츠,맥시
1266429,20201117_000538_코지-158632167595462800_158578559.jpg,1066,800,팬츠,맥시
1249766,20201117_232122_709안밴드체크슬리부컷-159315554187611700_550006308.jpg,1066,800,팬츠,발목
1249769,20201117_232122_709안밴드체크슬리부컷-159315554316119100_1750395280.jpg,1066,800,팬츠,발목
1249770,20201117_232122_709안밴드체크슬리부컷-159315554355550300_1691061309.jpg,1066,800,팬츠,발목
1268935,20201117_233144_리버풀와이드-159782393337364800_649903743.jpg,1066,800,팬츠,발목
1268936,20201117_233144_리버풀와이드-159782393380768800_61175687.jpg,1066,800,팬츠,발목
1268965,20201117_233335_쮸리부츠컷바지-159782921375337500_19603796.jpg,1066,800,팬츠,발목
1268969,20201117_233335_쮸리부츠컷바지-159782921592421000_286013820.jpg,1066,800,팬츠,발목
1268973,20201117_233335_쮸리부츠컷바지-159782921792195400_1085513941.jpg,1066,800,팬츠,발목
1268974,20201117_233335_쮸리부츠컷바지-159782921832871099_809036968.jpg,1066,800,팬츠,발목
1268975,20201117_233335_쮸리부츠컷바지-159782921872326300_1891884663.jpg,1066,800,팬츠,발목
1268993,20201117_233347_트럼펫바지-159791013799332900_956066652.jpg,1066,800,팬츠,발목
1268992,20201117_233347_트럼펫바지-15979101391224200_439606655.jpg,1066,800,팬츠,발목
1269002,20201117_233347_트럼펫바지-159791014185537200_1101918867.jpg,1066,800,팬츠,발목
1269003,20201117_233347_트럼펫바지-159791014284565100_1189188078.jpg,1066,800,팬츠,발목
1269004,20201117_233347_트럼펫바지-159791014316506800_1573588726.jpg,1066,800,팬츠,발목
1269005,20201117_233347_트럼펫바지-159791014346727100_1636105078.jpg,1066,800,팬츠,발목
1269159,20201117_233448_711번 히든밴드 부츠컷-159799136567411600_469955867.jpg,1066,800,청바지,발목
1270470,20201117_234424_사각주머니데님-159913426918755100_1208146341.jpg,1066,800,청바지,발목
1270473,20201117_234424_사각주머니데님-159913427142237600_1975247058.jpg,1066,800,청바지,발목
1270475,20201117_234424_사각주머니데님-159913427239792300_1625522515.jpg,1066,800,청바지,발목
1270476,20201117_234424_사각주머니데님-159913427499171300_1908716934.jpg,1066,800,청바지,발목
1270477,20201117_234424_사각주머니데님-159913427545139300_569865988.jpg,1066,800,청바지,발목
1270478,20201117_234424_사각주머니데님-159913427594172100_940746983.jpg,1066,800,청바지,발목
1270479,20201117_234424_사각주머니데님-159913427632190400_638284992.jpg,1066,800,청바지,발목
901069,"3-output-2-(10)-20190219(대행)-할당함-lg058k92(2)-아론(대행,버블SK)2.18-1-DSC08706.jpg",533,800,스커트,미니
901072,"3-output-2-(10)-20190219(대행)-할당함-lg058k92(2)-아론(대행,버블SK)2.18-1-DSC08748.jpg",1200,800,스커트,미니
794457,"33-(10)-sk1601(4)-위더트랜드(대행,도트) 7.7-02-IMG_1563.jpg",533,800,스커트,미디
794458,"33-(10)-sk1601(4)-위더트랜드(대행,도트) 7.7-02-IMG_1567.jpg",533,800,스커트,미디
794759,"35-(10)-sk1621(2)-뽐(대행,티라미슈SKT) 7.20-01-924A1235.jpg",533,800,스커트,미디
794762,"35-(10)-sk1621(2)-뽐(대행,티라미슈SKT) 7.20-01-924A1243.jpg",533,800,스커트,미디
794763,"35-(10)-sk1621(2)-뽐(대행,티라미슈SKT) 7.20-01-924A1252.jpg",533,800,스커트,미디
794766,"35-(10)-sk1621(2)-뽐(대행,티라미슈SKT) 7.20-01-924A1265.jpg",533,800,스커트,미디
794768,"35-(10)-sk1621(2)-뽐(대행,티라미슈SKT) 7.20-01-924A1271.jpg",533,800,스커트,미디
794769,"35-(10)-sk1621(2)-뽐(대행,티라미슈SKT) 7.20-01-924A1275.jpg",533,800,스커트,미디
794770,"35-(10)-sk1621(2)-뽐(대행,티라미슈SKT) 7.20-01-924A1278.jpg",533,800,스커트,미디
794771,"35-(10)-sk1621(2)-뽐(대행,티라미슈SKT) 7.20-01-924A1285.jpg",533,800,스커트,미디
794772,"35-(10)-sk1621(2)-뽐(대행,티라미슈SKT) 7.20-01-924A1289.jpg",533,800,스커트,미디
784954,"4-반삭완료-20190128(샘플)-국내0124-할당-t2933k91(3)-인디핑크(샘플,글리시M)01.25-1-IMG_3537.JPG",800,800,스커트,발목
784955,"4-반삭완료-20190128(샘플)-국내0124-할당-t2933k91(3)-인디핑크(샘플,글리시M)01.25-1-IMG_3539.JPG",800,800,스커트,발목
784956,"4-반삭완료-20190128(샘플)-국내0124-할당-t2933k91(3)-인디핑크(샘플,글리시M)01.25-1-IMG_3543.JPG",800,800,스커트,발목
784957,"4-반삭완료-20190128(샘플)-국내0124-할당-t2933k91(3)-인디핑크(샘플,글리시M)01.25-1-IMG_3547.JPG",800,800,스커트,발목
784958,"4-반삭완료-20190128(샘플)-국내0124-할당-t2933k91(3)-인디핑크(샘플,글리시M)01.25-1-IMG_3553.JPG",800,800,스커트,발목
784959,"4-반삭완료-20190128(샘플)-국내0124-할당-t2933k91(3)-인디핑크(샘플,글리시M)01.25-1-IMG_3561.JPG",800,800,스커트,발목
784960,"4-반삭완료-20190128(샘플)-국내0124-할당-t2933k91(3)-인디핑크(샘플,글리시M)01.25-1-IMG_3575.JPG",800,800,스커트,발목
784961,"4-반삭완료-20190128(샘플)-국내0124-할당-t2933k91(3)-인디핑크(샘플,글리시M)01.25-1-IMG_3579.JPG",800,800,스커트,발목
11724,Ann_001_00_YJ_체크밴딩팬츠.jpg,800,800,팬츠,발목
11725,Ann_001_01.jpg,800,800,팬츠,발목
11735,Ann_001_11.jpg,800,800,팬츠,발목
11741,Ann_001_17.jpg,800,800,팬츠,발목
100308,Ave29Th_453_02.jpg,800,800,팬츠,발목
282735,BandM_096_00_M_557.jpg,800,800,팬츠,발목
282736,BandM_096_01.jpg,800,800,팬츠,발목
282739,BandM_096_04.jpg,800,800,팬츠,발목
282740,BandM_096_05.jpg,800,800,팬츠,발목
282741,BandM_096_06_1.jpg,800,800,팬츠,발목
282745,BandM_096_08.jpg,800,800,팬츠,발목
282746,BandM_096_09.jpg,800,800,팬츠,발목
282749,BandM_096_12.jpg,800,800,팬츠,발목
282750,BandM_096_13.jpg,800,800,팬츠,발목
282755,BandM_096_30.jpg,800,800,팬츠,발목
282756,BandM_096_31.jpg,800,800,팬츠,발목
282762,BandM_096_36.jpg,800,800,팬츠,발목
282763,BandM_096_37.jpg,800,800,팬츠,발목
356121,barrica_096_00_Z_8609.jpg,800,800,팬츠,발목
356122,barrica_096_01.jpg,800,800,팬츠,발목
356124,barrica_096_03.jpg,800,800,팬츠,발목
356893,barrica_150_09.jpg,800,800,청바지,발목
356894,barrica_150_10.jpg,800,800,청바지,발목
356972,barrica_154_00_H_8708.jpg,800,800,팬츠,발목
356977,barrica_154_03.jpg,800,800,팬츠,발목
356976,barrica_154_03_1.jpg,800,800,팬츠,발목
356978,barrica_154_04.jpg,800,800,팬츠,발목
356980,barrica_154_05.jpg,800,800,팬츠,발목
356979,barrica_154_05_1.jpg,800,800,팬츠,발목
356981,barrica_154_06.jpg,800,800,팬츠,발목
356983,barrica_154_08.jpg,800,800,팬츠,발목
356988,barrica_154_32.jpg,800,800,팬츠,발목
356991,barrica_154_34.jpg,800,800,팬츠,발목
356990,barrica_154_34_1.jpg,800,800,팬츠,발목
356992,barrica_154_35.jpg,800,800,팬츠,발목
356995,barrica_154_38.jpg,800,800,팬츠,발목
356997,barrica_154_img.jpg,800,800,팬츠,발목
357183,barrica_163_00_ES_9602_록산다.jpg,800,800,팬츠,발목
357184,barrica_163_01.jpg,800,800,팬츠,발목
357187,barrica_163_04.jpg,800,800,팬츠,발목
357188,barrica_163_05.jpg,800,800,팬츠,발목
357189,barrica_163_06.jpg,800,800,팬츠,발목
357190,barrica_163_07.jpg,800,800,팬츠,발목
357195,barrica_163_22.jpg,800,800,팬츠,발목
357206,barrica_163_img.jpg,800,800,팬츠,발목
104875,batch_GATE_208_07.jpg,800,800,스커트,미니
44726,Buying_066_00_L_마리sk.jpg,800,800,스커트,미디
44727,Buying_066_01.jpg,800,800,스커트,미디
44730,Buying_066_04.jpg,800,800,스커트,미디
45441,Buying_116_51.jpg,800,800,스커트,미디
45443,Buying_116_53.jpg,800,800,스커트,미디
45444,Buying_116_54.jpg,800,800,스커트,미디
193598,byhoney_155_00_HS_오레오-주름P.jpg,800,800,팬츠,발목
193599,byhoney_155_02.jpg,800,800,팬츠,발목
193601,byhoney_155_04.jpg,800,800,팬츠,발목
193602,byhoney_155_05.jpg,800,800,팬츠,발목
193605,byhoney_155_08.jpg,800,800,팬츠,발목
193607,byhoney_155_10.jpg,800,800,팬츠,발목
193608,byhoney_155_11.jpg,800,800,팬츠,발목
193610,byhoney_155_img.jpg,800,800,팬츠,발목
1155646,c88sk1998-c88sk1998-s_1.jpg,1049,800,스커트,미디
1155647,c88sk1998-c88sk1998-s_2.jpg,1049,800,스커트,미디
1155649,c88sk1998-c88sk1998-s_5.jpg,1049,800,스커트,미디
1155667,c88sk2007-c88sk2007-s_6.jpg,1049,800,스커트,미디
140382,Clair.A_118_00_JJ_E-19언발트임부츠컷.jpg,800,800,팬츠,발목
140383,Clair.A_118_01.jpg,800,800,팬츠,발목
140384,Clair.A_118_02.jpg,800,800,팬츠,발목
140385,Clair.A_118_03.jpg,800,800,팬츠,발목
140386,Clair.A_118_04.jpg,800,800,팬츠,발목
140389,Clair.A_118_07.jpg,800,800,팬츠,발목
140390,Clair.A_118_08.jpg,800,800,팬츠,발목
140391,Clair.A_118_09.jpg,800,800,팬츠,발목
140392,Clair.A_118_10.jpg,800,800,팬츠,발목
140393,Clair.A_118_11.jpg,800,800,팬츠,발목
140394,Clair.A_118_22.jpg,800,800,팬츠,발목
140395,Clair.A_118_img.jpg,800,800,팬츠,발목
70371,comes_018_00_KJ_와플PT.jpg,800,800,팬츠,발목
70378,comes_018_07.jpg,800,800,팬츠,발목
70379,comes_018_08.jpg,800,800,팬츠,발목
70380,comes_018_09.jpg,800,800,팬츠,발목
70382,comes_018_11.jpg,800,800,팬츠,발목
70385,comes_018_imgs.jpg,800,800,팬츠,발목
74663,DAKS_1623_32.jpg,800,800,청바지,미니
74665,DAKS_1623_34.jpg,800,800,청바지,미니
74668,DAKS_1623_37.jpg,800,800,청바지,미니
74784,DAKS_1628_37.jpg,800,800,팬츠,미디
74787,DAKS_1628_img.jpg,800,800,팬츠,미디
75069,DAKS_1640_39.jpg,800,800,청바지,발목
626512,DHP06048.JPG,533,800,스커트,미니
626523,DHP06065.JPG,533,800,스커트,미니
626543,DHP06116.JPG,533,800,스커트,미니
626544,DHP06120.JPG,533,800,스커트,미니
626551,DHP06146.JPG,533,800,스커트,미니
9121,dodre_110_00_M_고고체크와이드.jpg,800,800,팬츠,발목
9122,dodre_110_01.jpg,800,800,팬츠,발목
9123,dodre_110_02.jpg,800,800,팬츠,발목
9124,dodre_110_03.jpg,800,800,팬츠,발목
9127,dodre_110_06.jpg,800,800,팬츠,발목
9130,dodre_110_09.jpg,800,800,팬츠,발목
9131,dodre_110_10.jpg,800,800,팬츠,발목
9132,dodre_110_11.jpg,800,800,팬츠,발목
9133,dodre_110_12.jpg,800,800,팬츠,발목
9134,dodre_110_13.jpg,800,800,팬츠,발목
9135,dodre_110_14.jpg,800,800,팬츠,발목
9136,dodre_110_15.jpg,800,800,팬츠,발목
9137,dodre_110_img.jpg,800,800,팬츠,발목
151834,F_Rina_106_00_W_도트pt.jpg,800,800,팬츠,발목
151835,F_Rina_106_01.jpg,800,800,팬츠,발목
151836,F_Rina_106_02.jpg,800,800,팬츠,발목
151837,F_Rina_106_03.jpg,800,800,팬츠,발목
151838,F_Rina_106_04.jpg,800,800,팬츠,발목
151840,F_Rina_106_05.jpg,800,800,팬츠,발목
151839,F_Rina_106_05_1.jpg,800,800,팬츠,발목
151841,F_Rina_106_06.jpg,800,800,팬츠,발목
151845,F_Rina_106_09.jpg,800,800,팬츠,발목
151846,F_Rina_106_img.jpg,800,800,팬츠,발목
151847,F_Rina_106_imgs.jpg,800,800,팬츠,발목
61174,Gstudio_138_03.jpg,800,800,청바지,발목
61176,Gstudio_138_05.jpg,800,800,청바지,발목
61178,Gstudio_138_07.jpg,800,800,청바지,발목
61183,Gstudio_138_24.jpg,800,800,청바지,발목
61184,Gstudio_138_30.jpg,800,800,청바지,발목
61185,Gstudio_138_31.jpg,800,800,청바지,발목
61187,Gstudio_138_33.jpg,800,800,청바지,발목
61188,Gstudio_138_34.jpg,800,800,청바지,발목
61189,Gstudio_138_35.jpg,800,800,청바지,발목
61190,Gstudio_138_36.jpg,800,800,청바지,발목
61194,Gstudio_138_img.jpg,800,800,청바지,발목
61195,Gstudio_138_imgs.jpg,800,800,청바지,발목
360174,Hacker_717_04.jpg,800,800,팬츠,발목
360176,Hacker_717_06.jpg,800,800,팬츠,발목
360178,Hacker_717_08.jpg,800,800,팬츠,발목
360179,Hacker_717_09.jpg,800,800,팬츠,발목
360180,Hacker_717_10.jpg,800,800,팬츠,발목
360181,Hacker_717_11.jpg,800,800,팬츠,발목
219635,Hanna_368_00_HS_도트주름SK.jpg,800,800,스커트,발목
219641,Hanna_368_06.jpg,800,800,스커트,발목
219643,Hanna_368_08.jpg,800,800,스커트,발목
219644,Hanna_368_09.jpg,800,800,스커트,발목
219646,Hanna_368_11.jpg,800,800,스커트,발목
219650,Hanna_368_32.jpg,800,800,스커트,발목
219653,Hanna_368_35.jpg,800,800,스커트,발목
219654,Hanna_368_36.jpg,800,800,스커트,발목
219655,Hanna_368_37.jpg,800,800,스커트,발목
219657,Hanna_368_39.jpg,800,800,스커트,발목
219658,Hanna_368_img.jpg,800,800,스커트,발목
160826,HONGSTAR_002_02.jpg,800,800,스커트,미디
160827,HONGSTAR_002_03.jpg,800,800,스커트,미디
161378,HONGSTAR_032_00_LE_체크트임SK.jpg,800,800,스커트,미디
161379,HONGSTAR_032_01K.jpg,800,800,스커트,미디
161383,HONGSTAR_032_05.jpg,800,800,스커트,미디
161385,HONGSTAR_032_07.jpg,800,800,스커트,미디
161386,HONGSTAR_032_08.jpg,800,800,스커트,미디
161387,HONGSTAR_032_09.jpg,800,800,스커트,미디
161388,HONGSTAR_032_10.jpg,800,800,스커트,미디
161392,HONGSTAR_032_51.jpg,800,800,스커트,미디
161393,HONGSTAR_032_52.jpg,800,800,스커트,미디
161394,HONGSTAR_032_53.jpg,800,800,스커트,미디
161396,HONGSTAR_032_55.jpg,800,800,스커트,미디
161397,HONGSTAR_032_56.jpg,800,800,스커트,미디
161398,HONGSTAR_032_57.jpg,800,800,스커트,미디
161399,HONGSTAR_032_58.jpg,800,800,스커트,미디
643275,IMG_4644.JPG,800,800,청바지,발목
1175714,k86sk1938-1 (3743).jpg,1049,800,스커트,미디
1175731,k86sk1938-1 (3767).jpg,1049,800,스커트,미디
1040986,k88pt2834-k88pt2834-s_11.jpg,1049,800,청바지,미디
1040987,k88pt2834-k88pt2834-s_12.jpg,1049,800,청바지,미디
1040980,k88pt2834-k88pt2834-s_5.jpg,1049,800,청바지,미디
1040982,k88pt2834-k88pt2834-s_7.jpg,1049,800,청바지,미디
1040983,k88pt2834-k88pt2834-s_8.jpg,1049,800,청바지,미디
1041007,k88pt2836-k88pt2836-s_12.jpg,1049,800,청바지,발목
1041001,k88pt2836-k88pt2836-s_5.jpg,1049,800,청바지,발목
1041004,k88pt2836-k88pt2836-s_8.jpg,1049,800,청바지,발목
1041172,k88pt2853-k88pt2853-s_10.jpg,1049,800,팬츠,발목
1041164,k88pt2853-k88pt2853-s_2.jpg,1049,800,팬츠,발목
1041165,k88pt2853-k88pt2853-s_3.jpg,1049,800,팬츠,발목
1041166,k88pt2853-k88pt2853-s_4.jpg,1049,800,팬츠,발목
1041167,k88pt2853-k88pt2853-s_5.jpg,1049,800,팬츠,발목
1041317,k88pt2876-k88pt2876-s_6.jpg,1049,800,팬츠,발목
223973,Labelle_015_00_M_체크8부.jpg,800,800,팬츠,발목
223974,Labelle_015_01.jpg,800,800,팬츠,발목
223975,Labelle_015_02.jpg,800,800,팬츠,발목
223976,Labelle_015_03.jpg,800,800,팬츠,발목
223977,Labelle_015_04.jpg,800,800,팬츠,발목
223982,Labelle_015_img.jpg,800,800,팬츠,발목
224663,Labelle_070_00_ES_닥스체크.jpg,800,800,팬츠,발목
224664,Labelle_070_01.jpg,800,800,팬츠,발목
224665,Labelle_070_02.jpg,800,800,팬츠,발목
224666,Labelle_070_03.jpg,800,800,팬츠,발목
224670,Labelle_070_07.jpg,800,800,팬츠,발목
224672,Labelle_070_09.jpg,800,800,팬츠,발목
224674,Labelle_070_img.jpg,800,800,팬츠,발목
226086,Labelle_168_01.jpg,800,800,팬츠,미디
226087,Labelle_168_02.jpg,800,800,팬츠,미디
226088,Labelle_168_03.jpg,800,800,팬츠,미디
226091,Labelle_168_06.jpg,800,800,팬츠,미디
226092,Labelle_168_07.jpg,800,800,팬츠,미디
226093,Labelle_168_08.jpg,800,800,팬츠,미디
226094,Labelle_168_09.jpg,800,800,팬츠,미디
226095,Labelle_168_10.jpg,800,800,팬츠,미디
226096,Labelle_168_11.jpg,800,800,팬츠,미디
226097,Labelle_168_23.jpg,800,800,팬츠,미디
226098,Labelle_168_img.jpg,800,800,팬츠,미디
226161,Labelle_173_01.jpg,800,800,팬츠,미디
226163,Labelle_173_03.jpg,800,800,팬츠,미디
226166,Labelle_173_06.jpg,800,800,팬츠,미디
226168,Labelle_173_08.jpg,800,800,팬츠,미디
226171,Labelle_173_11.jpg,800,800,팬츠,미디
226172,Labelle_173_22.jpg,800,800,팬츠,미디
226173,Labelle_173_img.jpg,800,800,팬츠,미디
226174,Labelle_173_imgs.jpg,800,800,팬츠,미디
1302279,lwerkjdjc_2 (454).jpg,533,800,스커트,미디
34037,MAYJ_063_09.jpg,800,800,스커트,미디
34041,MAYJ_063_13.jpg,800,800,스커트,미디
34042,MAYJ_063_14.jpg,800,800,스커트,미디
34043,MAYJ_063_15.jpg,800,800,스커트,미디
34055,MAYJ_063_46.jpg,800,800,스커트,미디
34058,MAYJ_063_49.jpg,800,800,스커트,미디
34059,MAYJ_063_50.jpg,800,800,스커트,미디
34061,MAYJ_063_52.jpg,800,800,스커트,미디
34063,MAYJ_063_54.jpg,800,800,스커트,미디
1074395,ops2966k8a-ops2966k8a-s_16.jpg,1049,800,스커트,발목
1074396,ops2966k8a-ops2966k8a-s_17.jpg,1049,800,스커트,발목
1081423,pt3113k8a-pt3113k8a-s_4.jpg,1049,800,청바지,맥시
1081427,pt3113k8a-pt3113k8a-s_8.jpg,1049,800,청바지,맥시
1133031,pt3511k93-pt3511k93-s_1.jpg,1049,800,팬츠,발목
1133032,pt3511k93-pt3511k93-s_2.jpg,1049,800,팬츠,발목
521304,pt4913k04-270_1.jpg,1184,800,청바지,발목
521305,pt4913k04-270_2.jpg,1184,800,청바지,발목
521308,pt4913k04-600_1.jpg,800,800,청바지,발목
521309,pt4913k04-600_2.jpg,800,800,청바지,발목
521310,pt4913k04-600_3.jpg,800,800,청바지,발목
521312,pt4913k04-600_6.jpg,800,800,청바지,발목
521313,pt4913k04-s_1.jpg,1049,800,청바지,발목
521321,pt4913k04-s_11.jpg,1049,800,청바지,발목
521314,pt4913k04-s_2.jpg,1049,800,청바지,발목
521315,pt4913k04-s_3.jpg,1049,800,청바지,발목
521318,pt4913k04-s_7.jpg,1049,800,청바지,발목
521553,pt4950k04-270_1.jpg,1184,800,팬츠,발목
521555,pt4950k04-270_3.jpg,1184,800,팬츠,발목
521558,pt4950k04-600_2.jpg,800,800,팬츠,발목
521561,pt4950k04-600_5.jpg,800,800,팬츠,발목
521562,pt4950k04-600_6.jpg,800,800,팬츠,발목
521564,pt4950k04-s_5.jpg,1049,800,팬츠,발목
521565,pt4950k04-s_6.jpg,1049,800,팬츠,발목
1084162,pt4953c04-pt4953c04-s_1.jpg,1049,800,팬츠,발목
521633,pt4961k04-270_4.jpg,1184,800,청바지,발목
521634,pt4961k04-600_1.jpg,800,800,청바지,발목
521635,pt4961k04-600_2.jpg,800,800,청바지,발목
521639,pt4961k04-600_6.jpg,800,800,청바지,발목
521649,pt4961k04-s_10.jpg,1049,800,청바지,발목
521651,pt4961k04-s_12.jpg,1049,800,청바지,발목
521641,pt4961k04-s_2.jpg,1049,800,청바지,발목
521642,pt4961k04-s_3.jpg,1049,800,청바지,발목
521643,pt4961k04-s_4.jpg,1049,800,청바지,발목
501336,pt5327k06-270_1.jpg,1185,800,청바지,발목
501337,pt5327k06-270_2.jpg,1185,800,청바지,발목
501338,pt5327k06-270_4.jpg,1185,800,청바지,발목
501339,pt5327k06-s_1.jpg,1049,800,청바지,발목
501340,pt5327k06-s_2.jpg,1049,800,청바지,발목
501341,pt5327k06-s_4.jpg,1049,800,청바지,발목
1088533,pt5474k07-pt5474k07-s_11.jpg,1049,800,청바지,맥시
1088596,pt5481k07-pt5481k07-s_9.jpg,1049,800,청바지,미니
258752,REMOCON_015_00_JJ_청통바지.jpg,800,800,청바지,미디
258753,REMOCON_015_02.jpg,800,800,청바지,미디
258757,REMOCON_015_06.jpg,800,800,청바지,미디
258758,REMOCON_015_07.jpg,800,800,청바지,미디
258760,REMOCON_015_09.jpg,800,800,청바지,미디
258762,REMOCON_015_11.jpg,800,800,청바지,미디
258763,REMOCON_015_17.jpg,800,800,청바지,미디
258764,REMOCON_015_img.jpg,800,800,청바지,미디
258765,REMOCON_015_imgs.jpg,800,800,청바지,미디
22926,RexGirl_049_00_H_3244.jpg,800,800,청바지,발목
22928,RexGirl_049_01.jpg,800,800,청바지,발목
22929,RexGirl_049_02.jpg,800,800,청바지,발목
22930,RexGirl_049_03.jpg,800,800,청바지,발목
22933,RexGirl_049_06.jpg,800,800,청바지,발목
22934,RexGirl_049_07.jpg,800,800,청바지,발목
22937,RexGirl_049_img.jpg,800,800,청바지,발목
364776,SAERO_324_00_JJ_도트린넨SK.jpg,800,800,스커트,미디
364779,SAERO_324_04.jpg,800,800,스커트,미디
364780,SAERO_324_05.jpg,800,800,스커트,미디
364781,SAERO_324_06.jpg,800,800,스커트,미디
364782,SAERO_324_07.jpg,800,800,스커트,미디
364784,SAERO_324_09.jpg,800,800,스커트,미디
364785,SAERO_324_10.jpg,800,800,스커트,미디
364786,SAERO_324_11.jpg,800,800,스커트,미디
1160102,sk1601-sk1601-s_04.jpg,1049,800,스커트,미디
1160103,sk1601-sk1601-s_05.jpg,1049,800,스커트,미디
1160104,sk1601-sk1601-s_06.jpg,1049,800,스커트,미디
