image_id,image_name,image_height,image_width,outer_cate,outer_len
1171957,cd545k8a-cd545k8a-s_10.jpg,1049,800,가디건,긴팔
1172046,cd558k8b-cd558k8b-s_12.jpg,1049,800,가디건,긴팔
1172039,cd558k8b-cd558k8b-s_5.jpg,1049,800,가디건,긴팔
1172041,cd558k8b-cd558k8b-s_7.jpg,1049,800,가디건,긴팔
1172042,cd558k8b-cd558k8b-s_8.jpg,1049,800,가디건,긴팔
1172290,cd605k92-cd605k92-s_13.jpg,1049,800,가디건,긴팔
1172286,cd605k92-cd605k92-s_7.jpg,1049,800,가디건,긴팔
679189,DSC3 (69).jpg,1200,800,가디건,캡
679190,DSC3 (70).jpg,1200,800,가디건,캡
679191,DSC3 (71).jpg,1200,800,가디건,캡
679192,DSC3 (72).jpg,1200,800,가디건,캡
679193,DSC3 (73).jpg,1200,800,가디건,캡
679194,DSC3 (74).jpg,1200,800,가디건,캡
679205,DSC3 (85).jpg,1200,800,가디건,캡
105700,eve-star_008_00_HS_멜로디자켓.jpg,800,800,코트,긴팔
105703,eve-star_008_03.jpg,800,800,코트,긴팔
105704,eve-star_008_04.jpg,800,800,코트,긴팔
105705,eve-star_008_05.jpg,800,800,코트,긴팔
105706,eve-star_008_06.jpg,800,800,코트,긴팔
105707,eve-star_008_07.jpg,800,800,코트,긴팔
105708,eve-star_008_08.jpg,800,800,코트,긴팔
105710,eve-star_008_10.jpg,800,800,코트,긴팔
105711,eve-star_008_11.jpg,800,800,코트,긴팔
162265,HONGSTAR_067_00_YM_체크숏패딩.jpg,800,800,점퍼,긴팔
162266,HONGSTAR_067_01.jpg,800,800,점퍼,긴팔
162268,HONGSTAR_067_03.jpg,800,800,점퍼,긴팔
561174,IMG_7281.JPG,1200,800,코트,긴팔
561175,IMG_7282.JPG,1200,800,코트,긴팔
561176,IMG_7284.JPG,1200,800,코트,긴팔
561177,IMG_7285.JPG,1200,800,코트,긴팔
561189,IMG_7293.JPG,1200,800,코트,긴팔
561553,IMG_8261.JPG,1041,800,점퍼,민소매
561610,IMG_8477.JPG,1200,800,코트,7부소매
561611,IMG_8478.JPG,1200,800,코트,7부소매
561613,IMG_8484.JPG,1200,800,코트,7부소매
561616,IMG_8502.JPG,1200,800,코트,7부소매
561617,IMG_8509.JPG,1200,800,코트,7부소매
561618,IMG_8514.JPG,1200,800,코트,7부소매
561619,IMG_8519.JPG,1200,800,코트,7부소매
561620,IMG_8522.JPG,1200,800,코트,7부소매
561621,IMG_8524.JPG,1200,800,코트,7부소매
561622,IMG_8529.JPG,1200,800,코트,7부소매
561623,IMG_8531.JPG,1200,800,코트,7부소매
561626,IMG_8538.JPG,1200,800,코트,7부소매
561627,IMG_8540.JPG,971,800,코트,7부소매
561628,IMG_8543.JPG,1125,800,코트,7부소매
561679,IMG_8664.JPG,1200,800,가디건,긴팔
561690,IMG_8677.JPG,1089,800,코트,긴팔
422801,Jewerly.Awesomebly_173_00_HA_세컨#JK.jpg,800,800,재킷,반팔
422802,Jewerly.Awesomebly_173_02.jpg,800,800,재킷,반팔
422807,Jewerly.Awesomebly_173_07.jpg,800,800,재킷,반팔
422808,Jewerly.Awesomebly_173_08.jpg,800,800,재킷,반팔
422809,Jewerly.Awesomebly_173_09.jpg,800,800,재킷,반팔
422810,Jewerly.Awesomebly_173_10.jpg,800,800,재킷,반팔
422811,Jewerly.Awesomebly_173_11.jpg,800,800,재킷,반팔
422812,Jewerly.Awesomebly_173_img.jpg,800,800,재킷,반팔
418796,JEWERLY_074_00_KJ_톰보이체크JK.jpg,800,800,재킷,긴팔
418797,JEWERLY_074_01.jpg,800,800,재킷,긴팔
418798,JEWERLY_074_02.jpg,800,800,재킷,긴팔
418799,JEWERLY_074_03.jpg,800,800,재킷,긴팔
418801,JEWERLY_074_05.jpg,800,800,재킷,긴팔
418802,JEWERLY_074_06.jpg,800,800,재킷,긴팔
418805,JEWERLY_074_09.jpg,800,800,재킷,긴팔
418807,JEWERLY_074_11.jpg,800,800,재킷,긴팔
418809,JEWERLY_074_img.jpg,800,800,재킷,긴팔
418870,JEWERLY_079_00_KJ_이자벨#JK.jpg,800,800,재킷,긴팔
418871,JEWERLY_079_01.jpg,800,800,재킷,긴팔
418872,JEWERLY_079_02.jpg,800,800,재킷,긴팔
418873,JEWERLY_079_03.jpg,800,800,재킷,긴팔
418878,JEWERLY_079_08.jpg,800,800,재킷,긴팔
418879,JEWERLY_079_09.jpg,800,800,재킷,긴팔
418880,JEWERLY_079_10.jpg,800,800,재킷,긴팔
418881,JEWERLY_079_11.jpg,800,800,재킷,긴팔
1028690,jk1501c8c-jk1501c8c-s_1.jpg,1049,800,재킷,긴팔
1028697,jk1501c8c-jk1501c8c-s_10.jpg,1049,800,재킷,긴팔
1029109,jk1546k91-jk1546k91-s_13.jpg,1049,800,재킷,긴팔
1029760,jk1627c93-jk1627c93-s_12.jpg,1049,800,재킷,반팔
1029751,jk1627c93-jk1627c93-s_2.jpg,1049,800,재킷,반팔
1030280,jk1688c95-jk1688c95-s_1.jpg,1049,800,재킷,반팔
1030281,jk1688c95-jk1688c95-s_3.jpg,1049,800,재킷,반팔
1030282,jk1688c95-jk1688c95-s_4.jpg,1049,800,재킷,반팔
1030283,jk1688c95-jk1688c95-s_6.jpg,1049,800,재킷,반팔
1032384,jk1977c9b-jk1977c9b-s_3.jpg,1049,800,재킷,긴팔
1032385,jk1977c9b-jk1977c9b-s_4.jpg,1049,800,재킷,긴팔
491293,jk2202k02-270_1.jpg,1184,800,재킷,긴팔
491296,jk2202k02-270_4.jpg,1184,800,재킷,긴팔
491297,jk2202k02-600_1.jpg,800,800,재킷,긴팔
491298,jk2202k02-600_2.jpg,800,800,재킷,긴팔
491302,jk2202k02-600_6.jpg,800,800,재킷,긴팔
491303,jk2202k02-s_1.jpg,1049,800,재킷,긴팔
491312,jk2202k02-s_11.jpg,1049,800,재킷,긴팔
491307,jk2202k02-s_5.jpg,1049,800,재킷,긴팔
491309,jk2202k02-s_8.jpg,1049,800,재킷,긴팔
491310,jk2202k02-s_9.jpg,1049,800,재킷,긴팔
1129774,jk980-jk980-s_01.jpg,1049,800,재킷,긴팔
1129775,jk980-jk980-s_02.jpg,1049,800,재킷,긴팔
1129781,jk980-jk980-s_08.jpg,1049,800,재킷,긴팔
1129782,jk980-jk980-s_09.jpg,1049,800,재킷,긴팔
1129783,jk980-jk980-s_10.jpg,1049,800,재킷,긴팔
1129784,jk980-jk980-s_11.jpg,1049,800,재킷,긴팔
341465,Style-B_140_11_1.jpg,800,800,가디건,7부소매
341472,Style-B_140_34.jpg,800,800,가디건,7부소매
341474,Style-B_140_36.jpg,800,800,가디건,7부소매
341475,Style-B_140_37.jpg,800,800,가디건,7부소매
341476,Style-B_140_38.jpg,800,800,가디건,7부소매
341480,Style-B_140_imgs.jpg,800,800,가디건,7부소매
526521,t4811k08-s_12.jpg,1049,800,재킷,긴팔
526513,t4811k08-s_4.jpg,1049,800,재킷,긴팔
526515,t4811k08-s_6.jpg,1049,800,재킷,긴팔
353876,u_154873953654762900_1681514602.jpg,1066,800,재킷,긴팔
353878,u_154873953861599600_702150681.jpg,1066,800,재킷,긴팔
353882,u_154873953965615900_1188143494.jpg,1066,800,재킷,긴팔
353883,u_154873954011940000_1332031318.jpg,1066,800,재킷,긴팔
1242148,"019-286-3,261-39,126-Haemil_215_08.jpg",800,800,가디건,긴팔
1242769,"019-286-3,261-39,126-Haemil_278_05.jpg",800,800,가디건,긴팔
1242774,"019-286-3,261-39,126-Haemil_278_11.jpg",800,800,가디건,긴팔
1243072,"019-286-3,261-39,126-Haemil_303_03.jpg",800,800,가디건,긴팔
1243215,"019-286-3,261-39,126-Haemil_320_04.jpg",800,800,가디건,긴팔
1243239,"019-286-3,261-39,126-Haemil_323_09.jpg",800,800,가디건,긴팔
1243273,"019-286-3,261-39,126-Haemil_327_11.jpg",800,800,가디건,반팔
1223966,"1-(9)-002-269-862-1,167-TROI_003_07.jpg",800,800,짚업,캡
1224422,"1-(9)-002-269-862-1,167-TROI_029_03.jpg",800,800,재킷,7부소매
1224430,"1-(9)-002-269-862-1,167-TROI_029_61.jpg",800,800,재킷,7부소매
1228750,"1-(9)-005-272-2,351-7,514-FisrtGI_328_01.jpg",800,800,재킷,반팔
1228751,"1-(9)-005-272-2,351-7,514-FisrtGI_328_02.jpg",800,800,재킷,반팔
1228753,"1-(9)-005-272-2,351-7,514-FisrtGI_328_04.jpg",800,800,재킷,반팔
1228754,"1-(9)-005-272-2,351-7,514-FisrtGI_328_05.jpg",800,800,재킷,반팔
1228755,"1-(9)-005-272-2,351-7,514-FisrtGI_328_06.jpg",800,800,재킷,반팔
1228756,"1-(9)-005-272-2,351-7,514-FisrtGI_328_07.jpg",800,800,재킷,반팔
1228760,"1-(9)-005-272-2,351-7,514-FisrtGI_328_11.jpg",800,800,재킷,반팔
1228761,"1-(9)-005-272-2,351-7,514-FisrtGI_328_img.jpg",800,800,재킷,반팔
1229949,"1-(9)-006-273-2,029-9,543-PURPLE_034_06.jpg",800,800,재킷,긴팔
1230923,"1-(9)-006-273-2,029-9,543-PURPLE_126_05.jpg",800,800,점퍼,7부소매
1230925,"1-(9)-006-273-2,029-9,543-PURPLE_126_07.jpg",800,800,점퍼,7부소매
1230928,"1-(9)-006-273-2,029-9,543-PURPLE_126_10.jpg",800,800,점퍼,7부소매
1230929,"1-(9)-006-273-2,029-9,543-PURPLE_126_11.jpg",800,800,점퍼,7부소매
1230930,"1-(9)-006-273-2,029-9,543-PURPLE_126_img.jpg",800,800,점퍼,7부소매
1230931,"1-(9)-006-273-2,029-9,543-PURPLE_126_imgs.jpg",800,800,점퍼,7부소매
1231896,"1-(9)-009-276-4,164-19,041-Forme_301_07.jpg",800,800,재킷,7부소매
1231897,"1-(9)-009-276-4,164-19,041-Forme_301_08.jpg",800,800,재킷,7부소매
1231898,"1-(9)-009-276-4,164-19,041-Forme_301_09.jpg",800,800,재킷,7부소매
1231899,"1-(9)-009-276-4,164-19,041-Forme_301_10.jpg",800,800,재킷,7부소매
1231900,"1-(9)-009-276-4,164-19,041-Forme_301_11.jpg",800,800,재킷,7부소매
1231903,"1-(9)-009-276-4,164-19,041-Forme_301_38.jpg",800,800,재킷,7부소매
1231922,"1-(9)-009-276-4,164-19,041-Forme_303_09.jpg",800,800,점퍼,7부소매
1231923,"1-(9)-009-276-4,164-19,041-Forme_303_10.jpg",800,800,점퍼,7부소매
1232008,"1-(9)-009-276-4,164-19,041-Forme_311_04.jpg",800,800,재킷,긴팔
1232009,"1-(9)-009-276-4,164-19,041-Forme_311_05.jpg",800,800,재킷,긴팔
1232011,"1-(9)-009-276-4,164-19,041-Forme_311_08.jpg",800,800,재킷,긴팔
1232012,"1-(9)-009-276-4,164-19,041-Forme_311_10.jpg",800,800,재킷,긴팔
1232013,"1-(9)-009-276-4,164-19,041-Forme_311_11.jpg",800,800,재킷,긴팔
808656,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8396.jpg",1200,800,베스트,민소매
808657,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8400.jpg",1200,800,베스트,민소매
808659,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8408.jpg",1200,800,베스트,민소매
808667,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8440.jpg",533,800,베스트,민소매
808669,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8448.jpg",1200,800,베스트,민소매
808670,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8460.jpg",1200,800,베스트,민소매
808671,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8464.jpg",1200,800,베스트,민소매
808672,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8468.jpg",1200,800,베스트,민소매
808673,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8472.jpg",1200,800,베스트,민소매
808676,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8500.jpg",1200,800,베스트,민소매
808677,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8504.jpg",1200,800,베스트,민소매
808678,"1-bl765(5)-커피샤워(대행,린넨나시)6.1-06-IMG_8508.jpg",1200,800,베스트,민소매
1138738,122-122-set834k06-set834k06-s_1.jpg,1049,800,가디건,긴팔
1138739,122-122-set834k06-set834k06-s_2.jpg,1049,800,가디건,긴팔
1138740,122-122-set834k06-set834k06-s_3.jpg,1049,800,가디건,긴팔
1138742,122-122-set834k06-set834k06-s_6.jpg,1049,800,가디건,긴팔
1138826,122-122-set845k06-set845k06-s_2.jpg,1049,800,재킷,반팔
1139093,122-122-set878k07-set878k07-s_3.jpg,1049,800,재킷,반팔
1139251,122-122-set899k07-set899k07-s_5.jpg,1049,800,가디건,7부소매
366602,157440467382166900_511302150.jpg,1066,800,점퍼,민소매
366603,157440467438425800_1348276991.jpg,1066,800,점퍼,민소매
366604,157440467462564500_1317797845.jpg,1066,800,점퍼,민소매
366605,157440467620229500_157897812.jpg,1066,800,점퍼,민소매
366606,157440467637606200_1930730713.jpg,1066,800,점퍼,민소매
367009,158080330718829700_1274932969.jpg,1066,800,코트,긴팔
367011,158080330764084200_1313567307.jpg,1066,800,코트,긴팔
367017,158080330943976000_763687189.jpg,1066,800,코트,긴팔
367023,158080331124305100_502033884.jpg,1066,800,코트,긴팔
367034,158080331496371500_1043828278.jpg,1066,800,코트,긴팔
367035,158080331518233300_1811711343.jpg,1066,800,코트,긴팔
367036,158080331534568100_265897926.jpg,1066,800,코트,긴팔
368515,158650064095641700_299655010.jpg,1066,800,가디건,긴팔
368517,158650101461230800_2139533084.jpg,1066,800,가디건,긴팔
368518,158650101542108200_1485465653.jpg,1066,800,가디건,긴팔
368521,158650101691202300_770140103.jpg,1066,800,가디건,긴팔
368523,158650101845822700_1046302185.jpg,1066,800,가디건,긴팔
368524,158650101971466700_1714897734.jpg,1066,800,가디건,긴팔
368525,158650102049525900_1167310251.jpg,1066,800,가디건,긴팔
368587,158719203924762100_462053013.jpg,1066,800,재킷,7부소매
368590,158719204241377700_912240509.jpg,1066,800,재킷,7부소매
368591,158719204281557600_994162251.jpg,1066,800,재킷,7부소매
368592,158719204371049000_2133290636.jpg,1066,800,재킷,7부소매
368593,158719204462029599_1172308745.jpg,1066,800,재킷,7부소매
368594,158719204631856400_79285914.jpg,1066,800,재킷,7부소매
368595,158719204673055400_1521877808.jpg,1066,800,재킷,7부소매
368596,158719204710173900_274832377.jpg,1066,800,재킷,7부소매
366244,15875358068506800_1166668152.jpg,1066,800,가디건,긴팔
368760,158753580867855600_2091512284.jpg,1066,800,가디건,긴팔
369166,158928031139052700_1178966561.jpg,1066,800,가디건,반팔
369167,158928031398721700_209348062.jpg,1066,800,가디건,반팔
453610,159013193061568300_2107932098.jpg,1066,800,가디건,긴팔
369585,159179833936599900_1217662448.jpg,1066,800,가디건,긴팔
369586,159179833999353700_1926216897.jpg,1066,800,가디건,긴팔
369587,159179834034179900_2128840053.jpg,1066,800,가디건,긴팔
369588,159179834062778599_834753652.jpg,1066,800,가디건,긴팔
369591,159179834153520500_5185297.jpg,1066,800,가디건,긴팔
369592,159179834180789200_1254800347.jpg,1066,800,가디건,긴팔
369593,159179834211154000_654531118.jpg,1066,800,가디건,긴팔
369594,159179834243861800_2103349872.jpg,1066,800,가디건,긴팔
369595,159179834277109200_1989119506.jpg,1066,800,가디건,긴팔
369596,159179834423408600_2073851303.jpg,1066,800,가디건,긴팔
369597,159179834453712600_1817624635.jpg,1066,800,가디건,긴팔
369598,159179834486093400_1779258522.jpg,1066,800,가디건,긴팔
369613,159220572868091700_508262121.jpg,1066,800,재킷,반팔
369614,159220572931788100_1311068292.jpg,1066,800,재킷,반팔
369616,159220572992505900_1671950334.jpg,1066,800,재킷,반팔
369619,159220573110657100_471123825.jpg,1066,800,재킷,반팔
369622,159220573264226300_418356483.jpg,1066,800,재킷,반팔
369623,159220573294540900_605736527.jpg,1066,800,재킷,반팔
369625,159220589859539500_642034057.jpg,1066,800,가디건,긴팔
369626,159220589951004900_118760730.jpg,1066,800,가디건,긴팔
369627,159220590011917000_225435453.jpg,1066,800,가디건,긴팔
369628,159220590039425000_934469012.jpg,1066,800,가디건,긴팔
369629,159220590131068700_1032357784.jpg,1066,800,가디건,긴팔
369632,159220590266499600_1749324458.jpg,1066,800,가디건,긴팔
369633,159220592876032700_1043859735.jpg,1066,800,가디건,긴팔
369634,159220592963227900_830142081.jpg,1066,800,가디건,긴팔
369637,159220593057520000_406753397.jpg,1066,800,가디건,긴팔
369639,159220593117667100_1204945757.jpg,1066,800,가디건,긴팔
369640,159220593141563400_2066314248.jpg,1066,800,가디건,긴팔
369641,159220593169767500_806482838.jpg,1066,800,가디건,긴팔
369651,159229250372679400_960815886.jpg,1066,800,가디건,7부소매
369654,159229250488625200_1973989182.jpg,1066,800,가디건,7부소매
369804,159357806342282100_405010182.jpg,1066,800,가디건,긴팔
369811,159357807726464400_1543719493.jpg,1066,800,가디건,긴팔
369815,159361132214752900_436872091.jpg,1066,800,재킷,긴팔
369816,159361132490676300_1576825997.jpg,1066,800,재킷,긴팔
369817,159361132628560700_77173464.jpg,1066,800,재킷,긴팔
369818,159361132752033500_1093856041.jpg,1066,800,재킷,긴팔
604177,160008864484391300_54694917.jpg,1066,800,가디건,긴팔
604178,160008864710312600_1476774315.jpg,1066,800,가디건,긴팔
604179,160008864761979700_1350475783.jpg,1066,800,가디건,긴팔
604180,160008864814458800_2089789763.jpg,1066,800,가디건,긴팔
604181,160008864865675900_349929407.jpg,1066,800,가디건,긴팔
612996,16024809864565500_2145396182.jpg,1066,800,가디건,긴팔
612997,16024809899117600_812859364.jpg,1066,800,가디건,긴팔
1247628,16030757-1 (2000).jpg,1066,800,가디건,긴팔
1247629,16030757-1 (2001).jpg,1066,800,가디건,긴팔
1247630,16030757-1 (2002).jpg,1066,800,가디건,긴팔
1247632,16030757-1 (2005).jpg,1066,800,가디건,긴팔
1247641,16030757-1 (2015).jpg,1066,800,가디건,긴팔
1247728,16030757-1 (2148).jpg,1066,800,베스트,민소매
780502,"2-(50)-cd219(3)-커피샤워(대행,보브롱가디건) 5.25-모델1-IMG_1776.jpg",533,800,가디건,긴팔
780506,"2-(50)-cd219(3)-커피샤워(대행,보브롱가디건) 5.25-모델2-IMG_1875.jpg",533,800,가디건,긴팔
780507,"2-(50)-cd219(3)-커피샤워(대행,보브롱가디건) 5.25-모델2-IMG_1883.jpg",533,800,가디건,긴팔
780510,"2-(50)-cd219(3)-커피샤워(대행,보브롱가디건) 5.25-모델2-IMG_1913.jpg",1200,800,가디건,긴팔
780512,"2-(50)-cd219(3)-커피샤워(대행,보브롱가디건) 5.25-모델2-IMG_1945.jpg",1200,800,가디건,긴팔
780513,"2-(50)-cd220(2)-엘리드레스(대행,비비로브)5.30-1-IMG_0221.JPG",533,800,가디건,7부소매
780518,"2-(50)-cd220(2)-엘리드레스(대행,비비로브)5.30-1-IMG_0241.JPG",1200,800,가디건,7부소매
780519,"2-(50)-cd220(2)-엘리드레스(대행,비비로브)5.30-1-IMG_0245.JPG",1200,800,가디건,7부소매
780526,"2-(50)-cd220(2)-엘리드레스(대행,비비로브)5.30-1-IMG_0281.JPG",1200,800,가디건,7부소매
780528,"2-(50)-cd220(2)-엘리드레스(대행,비비로브)5.30-1-IMG_0293.JPG",1200,800,가디건,7부소매
780529,"2-(50)-cd220(2)-엘리드레스(대행,비비로브)5.30-1-IMG_0297.JPG",533,800,가디건,7부소매
780530,"2-(50)-cd220(2)-엘리드레스(대행,비비로브)5.30-1-IMG_0309.JPG",1200,800,가디건,7부소매
780531,"2-(50)-cd220(2)-엘리드레스(대행,비비로브)5.30-1-IMG_0313.JPG",533,800,가디건,7부소매
780532,"2-(50)-cd220(2)-엘리드레스(대행,비비로브)5.30-1-IMG_0317.JPG",533,800,가디건,7부소매
